,Month,UniqueCarrier,Distance,Cancelled,CancellationCode,Total Flights,Percentage Cancelled
126,Dec-08,Frontier Airlines,840.166666667,54.0,Weather Delay,7366,0.0073309801792
127,Dec-08,Frontier Airlines,846.0,2.0,National Airspace System Delay,7366,0.000271517784415
128,Dec-08,AirTran Airways,608.30952381,42.0,Carrier Delay,20628,0.00203606748109
129,Dec-08,AirTran Airways,772.741626794,209.0,Weather Delay,20628,0.0101318596083
130,Dec-08,AirTran Airways,596.87804878,41.0,National Airspace System Delay,20628,0.00198758968392
131,Dec-08,Hawaiian Airlines,295.338709677,124.0,Carrier Delay,6113,0.0202846392933
132,Dec-08,Hawaiian Airlines,2664.66666667,6.0,Weather Delay,6113,0.000981514804515
133,Dec-08,American Eagle Airlines,388.882736156,307.0,Carrier Delay,35024,0.00876541799909
134,Dec-08,American Eagle Airlines,376.936350778,1414.0,Weather Delay,35024,0.0403723161261
135,Dec-08,American Eagle Airlines,352.469578783,641.0,National Airspace System Delay,35024,0.0183017359525
136,Dec-08,Northwest Airlines,713.310810811,74.0,Carrier Delay,24635,0.00300385630201
137,Dec-08,Northwest Airlines,581.646341463,246.0,Weather Delay,24635,0.00998579257154
138,Dec-08,Northwest Airlines,1036.20481928,83.0,National Airspace System Delay,24635,0.00336919017658
139,Dec-08,Comair,499.751243781,201.0,Carrier Delay,13711,0.0146597622347
140,Dec-08,Comair,479.595673877,601.0,Weather Delay,13711,0.0438334184232
141,Dec-08,Comair,428.737704918,61.0,National Airspace System Delay,13711,0.00444898256874
142,Dec-08,SkyWest,403.361979167,384.0,Carrier Delay,44240,0.00867992766727
143,Dec-08,SkyWest,314.509569378,1254.0,Weather Delay,44240,0.0283453887884
144,Dec-08,SkyWest,346.357308585,431.0,National Airspace System Delay,44240,0.00974231464738
145,Dec-08,United Airlines,866.446564885,262.0,Carrier Delay,32643,0.00802622307999
146,Dec-08,United Airlines,765.368992248,645.0,Weather Delay,32643,0.0197592133076
147,Dec-08,United Airlines,811.279569892,93.0,National Airspace System Delay,32643,0.002849002849
148,Dec-08,US Airways,691.062663185,383.0,Carrier Delay,36634,0.010454768794
149,Dec-08,US Airways,686.77016129,248.0,Weather Delay,36634,0.00676966752197
150,Dec-08,US Airways,497.427480916,131.0,National Airspace System Delay,36634,0.0035759130862
151,Dec-08,Southwest Airlines,473.591658584,1031.0,Carrier Delay,97831,0.0105385818401
152,Dec-08,Southwest Airlines,673.540630182,1206.0,Weather Delay,97831,0.0123273808915
153,Dec-08,Southwest Airlines,537.303571429,56.0,National Airspace System Delay,97831,0.000572415696456
154,Dec-08,ExpressJet,475.466666667,15.0,Carrier Delay,24590,0.000610004066694
155,Dec-08,ExpressJet,521.669518717,935.0,Weather Delay,24590,0.0380235868239
156,Dec-08,ExpressJet,557.128279883,343.0,National Airspace System Delay,24590,0.0139487596584
157,Dec-08,Mesa Airlines,328.074688797,241.0,Carrier Delay,20613,0.0116916508999
158,Dec-08,Mesa Airlines,292.281795511,401.0,Weather Delay,20613,0.0194537427837
159,Dec-08,Mesa Airlines,281.119815668,217.0,National Airspace System Delay,20613,0.0105273371174
160,Feb-08,Pinnacle Airlines,441.430678466,678.0,Carrier Delay,21008,0.0322734196497
161,Feb-08,Pinnacle Airlines,406.881632653,490.0,Weather Delay,21008,0.0233244478294
162,Feb-08,Pinnacle Airlines,355.177966102,118.0,National Airspace System Delay,21008,0.00561690784463
163,Feb-08,American Airlines,1088.55646259,735.0,Carrier Delay,48618,0.0151178575836
164,Feb-08,American Airlines,913.826594789,1113.0,Weather Delay,48618,0.0228927557695
165,Feb-08,American Airlines,877.253863135,453.0,National Airspace System Delay,48618,0.0093175367148
166,Feb-08,Aloha Airlines,721.411764706,17.0,Carrier Delay,3772,0.00450689289502
167,Feb-08,Alaska Airlines,788.435114504,131.0,Carrier Delay,11882,0.0110250799529
168,Feb-08,Alaska Airlines,506.222222222,63.0,Weather Delay,11882,0.00530213768726
169,Feb-08,Alaska Airlines,1362.91666667,12.0,National Airspace System Delay,11882,0.00100993098805
170,Feb-08,JetBlue Airways,1188.0,29.0,Carrier Delay,15984,0.00181431431431
171,Feb-08,JetBlue Airways,901.160714286,336.0,Weather Delay,15984,0.021021021021
172,Feb-08,Continental Express,819.648148148,54.0,Carrier Delay,24326,0.0022198470772
173,Feb-08,Continental Express,920.393258427,356.0,Weather Delay,24326,0.0146345473978
174,Feb-08,Continental Express,938.0,1.0,National Airspace System Delay,24326,4.11082792074e-05
175,Feb-08,Delta Air Lines,853.668449198,187.0,Carrier Delay,36275,0.00515506547209
176,Feb-08,Delta Air Lines,765.46130031,323.0,Weather Delay,36275,0.00890420399724
177,Feb-08,Delta Air Lines,582.69047619,168.0,National Airspace System Delay,36275,0.00463128876637
178,Feb-08,Atlantic Southeast Airlines,436.145728643,199.0,Carrier Delay,22095,0.00900656257072
179,Feb-08,Atlantic Southeast Airlines,584.659090909,352.0,Weather Delay,22095,0.0159312061552
180,Feb-08,Atlantic Southeast Airlines,434.551724138,58.0,National Airspace System Delay,22095,0.00262502828694
181,Feb-08,Atlantic Southeast Airlines,171.0,2.0,Security Delay,22095,9.05182167911e-05
182,Feb-08,Frontier Airlines,967.0,3.0,Carrier Delay,7126,0.000420993544766
183,Feb-08,Frontier Airlines,934.263157895,38.0,Weather Delay,7126,0.00533258490036
184,Feb-08,AirTran Airways,606.222222222,72.0,Carrier Delay,20340,0.00353982300885
185,Feb-08,AirTran Airways,707.848958333,192.0,Weather Delay,20340,0.0094395280236
186,Feb-08,AirTran Airways,711.870967742,31.0,National Airspace System Delay,20340,0.00152409046214
187,Feb-08,Hawaiian Airlines,100.545454545,11.0,Carrier Delay,4390,0.00250569476082
188,Feb-08,American Eagle Airlines,396.782978723,470.0,Carrier Delay,40221,0.0116854379553
189,Feb-08,American Eagle Airlines,386.969934641,1530.0,Weather Delay,40221,0.0380398299396
190,Feb-08,American Eagle Airlines,370.210731707,1025.0,National Airspace System Delay,40221,0.0254841997961
191,Feb-08,Northwest Airlines,649.766917293,133.0,Carrier Delay,29102,0.00457013263693
192,Feb-08,Northwest Airlines,417.461864407,236.0,Weather Delay,29102,0.00810940828809
193,Feb-08,Northwest Airlines,457.796703297,182.0,National Airspace System Delay,29102,0.0062538657137
194,Feb-08,Comair,499.129032258,124.0,Carrier Delay,17081,0.00725952813067
195,Feb-08,Comair,488.315957447,940.0,Weather Delay,17081,0.055031906797
196,Feb-08,Comair,396.571428571,7.0,National Airspace System Delay,17081,0.000409812071893
197,Feb-08,SkyWest,409.193732194,351.0,Carrier Delay,46140,0.00760728218466
198,Feb-08,SkyWest,381.095057034,789.0,Weather Delay,46140,0.017100130039
199,Feb-08,SkyWest,324.248979592,980.0,National Airspace System Delay,46140,0.0212397052449
200,Feb-08,United Airlines,944.681541582,493.0,Carrier Delay,36764,0.0134098574693
201,Feb-08,United Airlines,818.392712551,741.0,Weather Delay,36764,0.0201555869873
202,Feb-08,United Airlines,628.561403509,285.0,National Airspace System Delay,36764,0.00775214884126
203,Feb-08,US Airways,718.168253968,315.0,Carrier Delay,36815,0.00855629498846
204,Feb-08,US Airways,453.623809524,210.0,Weather Delay,36815,0.00570419665897
205,Feb-08,US Airways,644.865979381,194.0,National Airspace System Delay,36815,0.00526959119924
206,Feb-08,Southwest Airlines,470.467571644,663.0,Carrier Delay,94484,0.00701706108971
207,Feb-08,Southwest Airlines,736.351976856,1037.0,Weather Delay,94484,0.0109754032429
208,Feb-08,Southwest Airlines,421.113402062,97.0,National Airspace System Delay,94484,0.00102662884721
209,Feb-08,ExpressJet,564.205479452,73.0,Carrier Delay,32098,0.00227428500218
210,Feb-08,ExpressJet,503.555555556,882.0,Weather Delay,32098,0.0274783475606
211,Feb-08,ExpressJet,491.176744186,430.0,National Airspace System Delay,32098,0.0133964733005
212,Feb-08,Mesa Airlines,415.50591716,1352.0,Carrier Delay,20715,0.0652667149409
213,Feb-08,Mesa Airlines,329.268472906,406.0,Weather Delay,20715,0.0195993241612
214,Feb-08,Mesa Airlines,404.857808858,429.0,National Airspace System Delay,20715,0.0207096307024
215,Jan-08,Pinnacle Airlines,426.158666667,750.0,Carrier Delay,22848,0.0328256302521
216,Jan-08,Pinnacle Airlines,368.845659164,311.0,Weather Delay,22848,0.0136116946779
217,Jan-08,Pinnacle Airlines,346.236111111,72.0,National Airspace System Delay,22848,0.0031512605042
218,Jan-08,American Airlines,1056.8034398,814.0,Carrier Delay,52410,0.0155313871399
219,Jan-08,American Airlines,929.476608187,342.0,Weather Delay,52410,0.00652547223812
220,Jan-08,American Airlines,863.846307385,501.0,National Airspace System Delay,52410,0.009559244419
221,Jan-08,Aloha Airlines,686.84,25.0,Carrier Delay,4028,0.00620655412115
222,Jan-08,Alaska Airlines,706.464435146,239.0,Carrier Delay,12729,0.018776023254
223,Jan-08,Alaska Airlines,528.822916667,96.0,Weather Delay,12729,0.0075418336083
224,Jan-08,Alaska Airlines,976.9,20.0,National Airspace System Delay,12729,0.00157121533506
225,Jan-08,JetBlue Airways,832.876777251,211.0,Carrier Delay,16447,0.0128290873716
226,Jan-08,Continental Express,917.483870968,31.0,Carrier Delay,25177,0.00123128251976
227,Jan-08,Continental Express,985.905063291,158.0,Weather Delay,25177,0.00627556897168
228,Jan-08,Continental Express,472.5,4.0,National Airspace System Delay,25177,0.00015887516384
229,Jan-08,Delta Air Lines,890.530405405,296.0,Carrier Delay,38256,0.0077373483898
230,Jan-08,Delta Air Lines,718.475294118,850.0,Weather Delay,38256,0.0222187369302
231,Jan-08,Delta Air Lines,456.226415094,53.0,National Airspace System Delay,38256,0.00138540359682
232,Jan-08,Atlantic Southeast Airlines,454.440298507,134.0,Carrier Delay,23115,0.00579710144928
233,Jan-08,Atlantic Southeast Airlines,472.851365015,989.0,Weather Delay,23115,0.0427860696517
234,Jan-08,Atlantic Southeast Airlines,482.8,5.0,National Airspace System Delay,23115,0.00021630975557
235,Jan-08,Frontier Airlines,843.666666667,3.0,Carrier Delay,7692,0.000390015600624
236,Jan-08,Frontier Airlines,1014.09090909,11.0,Weather Delay,7692,0.00143005720229
237,Jan-08,AirTran Airways,558.865384615,52.0,Carrier Delay,20519,0.00253423656124
238,Jan-08,AirTran Airways,633.739393939,165.0,Weather Delay,20519,0.00804132755008
239,Jan-08,AirTran Airways,670.952380952,21.0,National Airspace System Delay,20519,0.00102344168819
240,Jan-08,Hawaiian Airlines,258.694444444,36.0,Carrier Delay,4679,0.00769395169908
241,Jan-08,American Eagle Airlines,399.633986928,459.0,Carrier Delay,43454,0.0105628940949
242,Jan-08,American Eagle Airlines,343.910821643,998.0,Weather Delay,43454,0.022966815483
243,Jan-08,American Eagle Airlines,349.702020202,990.0,National Airspace System Delay,43454,0.0227827127537
244,Jan-08,Northwest Airlines,642.453333333,75.0,Carrier Delay,30908,0.0024265562314
245,Jan-08,Northwest Airlines,438.094488189,127.0,Weather Delay,30908,0.00410896855183
246,Jan-08,Northwest Airlines,400.844155844,77.0,National Airspace System Delay,30908,0.00249126439757
247,Jan-08,Comair,470.409836066,183.0,Carrier Delay,18644,0.00981549023815
248,Jan-08,Comair,473.726415094,318.0,Weather Delay,18644,0.0170564256597
249,Jan-08,SkyWest,409.407572383,449.0,Carrier Delay,48992,0.00916476159373
250,Jan-08,SkyWest,303.189031505,857.0,Weather Delay,48992,0.0174926518615
251,Jan-08,SkyWest,284.702702703,1258.0,National Airspace System Delay,48992,0.025677661659
252,Jan-08,United Airlines,1018.90249187,923.0,Carrier Delay,38026,0.0242728659338
253,Jan-08,United Airlines,934.243169399,366.0,Weather Delay,38026,0.00962499342555
254,Jan-08,United Airlines,630.536458333,192.0,National Airspace System Delay,38026,0.00504917687898
255,Jan-08,US Airways,585.317934783,368.0,Carrier Delay,39226,0.00938153265691
256,Jan-08,US Airways,573.634615385,156.0,Weather Delay,39226,0.00397695406108
257,Jan-08,US Airways,589.732394366,142.0,National Airspace System Delay,39226,0.0036200479274
258,Jan-08,Southwest Airlines,485.687413555,723.0,Carrier Delay,101396,0.00713045879522
259,Jan-08,Southwest Airlines,515.294871795,312.0,Weather Delay,101396,0.00307704445935
260,Jan-08,Southwest Airlines,392.72815534,103.0,National Airspace System Delay,101396,0.00101581916446
261,Jan-08,ExpressJet,599.727272727,77.0,Carrier Delay,35058,0.00219636031719
262,Jan-08,ExpressJet,400.742160279,287.0,Weather Delay,35058,0.00818643390952
263,Jan-08,ExpressJet,479.087866109,239.0,National Airspace System Delay,35058,0.00681727423127
264,Jan-08,Mesa Airlines,407.231257942,787.0,Carrier Delay,22161,0.0355128378683
265,Jan-08,Mesa Airlines,351.668478261,368.0,Weather Delay,22161,0.016605748838
266,Jan-08,Mesa Airlines,385.438596491,285.0,National Airspace System Delay,22161,0.012860430486
267,Jul-08,Pinnacle Airlines,445.239263804,163.0,Carrier Delay,21768,0.00748805586182
268,Jul-08,Pinnacle Airlines,339.8,25.0,Weather Delay,21768,0.00114847482543
269,Jul-08,Pinnacle Airlines,506.929292929,99.0,National Airspace System Delay,21768,0.00454796030871
270,Jul-08,American Airlines,1042.97357724,492.0,Carrier Delay,52924,0.00929634948228
271,Jul-08,American Airlines,880.795454545,176.0,Weather Delay,52924,0.00332552339203
272,Jul-08,American Airlines,1001.2781457,151.0,National Airspace System Delay,52924,0.00285314791021
273,Jul-08,Alaska Airlines,934.410958904,73.0,Carrier Delay,14190,0.00514446793517
274,Jul-08,Alaska Airlines,320.235294118,17.0,Weather Delay,14190,0.00119802677942
275,Jul-08,Alaska Airlines,679.0,8.0,National Airspace System Delay,14190,0.000563777307963
276,Jul-08,JetBlue Airways,1046.06796117,103.0,Carrier Delay,17460,0.00589919816724
277,Jul-08,JetBlue Airways,1134.6462585,441.0,Weather Delay,17460,0.0252577319588
278,Jul-08,JetBlue Airways,518.222222222,9.0,National Airspace System Delay,17460,0.000515463917526
279,Jul-08,Continental Express,796.28057554,139.0,Carrier Delay,27494,0.00505564850513
280,Jul-08,Continental Express,912.145985401,137.0,Weather Delay,27494,0.00498290536117
281,Jul-08,Continental Express,935.285714286,21.0,National Airspace System Delay,27494,0.000763803011566
282,Jul-08,Delta Air Lines,616.538126362,459.0,Carrier Delay,39335,0.0116689970764
283,Jul-08,Delta Air Lines,502.693950178,281.0,Weather Delay,39335,0.0071437650947
284,Jul-08,Delta Air Lines,513.090909091,165.0,National Airspace System Delay,39335,0.00419473751112
285,Jul-08,Atlantic Southeast Airlines,381.255319149,141.0,Carrier Delay,26162,0.00538949621589
286,Jul-08,Atlantic Southeast Airlines,570.389830508,59.0,Weather Delay,26162,0.00225517926764
287,Jul-08,Atlantic Southeast Airlines,395.277777778,504.0,National Airspace System Delay,26162,0.0192645822185
288,Jul-08,Frontier Airlines,530.923076923,13.0,Carrier Delay,9328,0.0013936535163
289,Jul-08,Frontier Airlines,1619.0,4.0,Weather Delay,9328,0.000428816466552
290,Jul-08,AirTran Airways,641.225433526,173.0,Carrier Delay,24061,0.00719005860106
291,Jul-08,AirTran Airways,563.289473684,76.0,Weather Delay,24061,0.00315863846058
292,Jul-08,AirTran Airways,574.305555556,36.0,National Airspace System Delay,24061,0.00149619716554
293,Jul-08,Hawaiian Airlines,101.304635762,151.0,Carrier Delay,5632,0.0268110795455
294,Jul-08,American Eagle Airlines,409.21529745,353.0,Carrier Delay,45287,0.00779473137987
295,Jul-08,American Eagle Airlines,317.88317757,214.0,Weather Delay,45287,0.00472541789034
296,Jul-08,American Eagle Airlines,374.446428571,560.0,National Airspace System Delay,45287,0.0123655795261
297,Jul-08,Northwest Airlines,596.0625,80.0,Carrier Delay,32283,0.00247808444073
298,Jul-08,Northwest Airlines,611.027027027,37.0,Weather Delay,32283,0.00114611405384
299,Jul-08,Northwest Airlines,573.811764706,85.0,National Airspace System Delay,32283,0.00263296471827
300,Jul-08,Comair,422.9408867,203.0,Carrier Delay,18292,0.0110977476492
301,Jul-08,Comair,443.753719008,605.0,Weather Delay,18292,0.0330745681172
302,Jul-08,Comair,553.333333333,6.0,National Airspace System Delay,18292,0.000328012245791
303,Jul-08,SkyWest,403.962666667,375.0,Carrier Delay,49654,0.00755226165062
304,Jul-08,SkyWest,300.893617021,94.0,Weather Delay,49654,0.00189310025376
305,Jul-08,SkyWest,284.666666667,183.0,National Airspace System Delay,49654,0.0036855036855
306,Jul-08,United Airlines,848.604166667,1104.0,Carrier Delay,41381,0.0266789106112
307,Jul-08,United Airlines,928.0,158.0,Weather Delay,41381,0.00381817742442
308,Jul-08,United Airlines,739.484848485,66.0,National Airspace System Delay,41381,0.00159493487349
309,Jul-08,US Airways,664.925170068,441.0,Carrier Delay,39809,0.011077896958
310,Jul-08,US Airways,562.783783784,74.0,Weather Delay,39809,0.00185887613354
311,Jul-08,US Airways,431.095238095,168.0,National Airspace System Delay,39809,0.00422015122209
312,Jul-08,Southwest Airlines,412.759753593,487.0,Carrier Delay,103649,0.00469854991365
313,Jul-08,Southwest Airlines,314.346153846,104.0,Weather Delay,103649,0.0010033864292
314,Jul-08,Southwest Airlines,445.0,72.0,National Airspace System Delay,103649,0.000694652143291
315,Jul-08,ExpressJet,596.625,40.0,Carrier Delay,36582,0.00109343392925
316,Jul-08,ExpressJet,441.282352941,85.0,Weather Delay,36582,0.00232354709967
317,Jul-08,ExpressJet,591.716621253,367.0,National Airspace System Delay,36582,0.0100322563009
318,Jul-08,Mesa Airlines,365.88410596,302.0,Carrier Delay,22640,0.0133392226148
319,Jul-08,Mesa Airlines,366.24,25.0,Weather Delay,22640,0.00110424028269
320,Jul-08,Mesa Airlines,354.195876289,194.0,National Airspace System Delay,22640,0.00856890459364
321,Jun-08,Pinnacle Airlines,526.374358974,195.0,Carrier Delay,21506,0.00906723705013
322,Jun-08,Pinnacle Airlines,402.723076923,65.0,Weather Delay,21506,0.00302241235004
323,Jun-08,Pinnacle Airlines,421.402298851,87.0,National Airspace System Delay,21506,0.0040453826839
324,Jun-08,American Airlines,967.624293785,354.0,Carrier Delay,50842,0.00696274733488
325,Jun-08,American Airlines,809.749464668,467.0,Weather Delay,50842,0.00918531922426
326,Jun-08,American Airlines,919.207920792,202.0,National Airspace System Delay,50842,0.00397309311199
327,Jun-08,Alaska Airlines,801.674698795,83.0,Carrier Delay,13390,0.00619865571322
328,Jun-08,Alaska Airlines,426.333333333,21.0,Weather Delay,13390,0.00156833457804
329,Jun-08,JetBlue Airways,1101.76,50.0,Carrier Delay,16525,0.00302571860817
330,Jun-08,JetBlue Airways,1032.92123288,292.0,Weather Delay,16525,0.0176701966717
331,Jun-08,JetBlue Airways,876.857142857,21.0,National Airspace System Delay,16525,0.00127080181543
332,Jun-08,Continental Express,863.194444444,108.0,Carrier Delay,26378,0.0040943210251
333,Jun-08,Continental Express,748.444444444,108.0,Weather Delay,26378,0.0040943210251
334,Jun-08,Continental Express,633.5,4.0,National Airspace System Delay,26378,0.000151641519448
335,Jun-08,Delta Air Lines,663.768976898,303.0,Carrier Delay,37844,0.00800655321848
336,Jun-08,Delta Air Lines,294.0,51.0,Weather Delay,37844,0.00134763767044
337,Jun-08,Delta Air Lines,428.928,125.0,National Airspace System Delay,37844,0.00330303350597
338,Jun-08,Atlantic Southeast Airlines,439.641509434,106.0,Carrier Delay,24876,0.00426113523074
339,Jun-08,Atlantic Southeast Airlines,589.4,5.0,Weather Delay,24876,0.000200996944846
340,Jun-08,Atlantic Southeast Airlines,481.216216216,37.0,National Airspace System Delay,24876,0.00148737739186
341,Jun-08,Frontier Airlines,861.4,15.0,Carrier Delay,8600,0.00174418604651
342,Jun-08,Frontier Airlines,793.4,5.0,Weather Delay,8600,0.000581395348837
343,Jun-08,AirTran Airways,634.443037975,79.0,Carrier Delay,23311,0.00338895800266
344,Jun-08,AirTran Airways,812.666666667,18.0,Weather Delay,23311,0.000772167646176
345,Jun-08,AirTran Airways,657.0,59.0,National Airspace System Delay,23311,0.00253099395135
346,Jun-08,Hawaiian Airlines,247.235294118,17.0,Carrier Delay,5301,0.0032069420864
347,Jun-08,American Eagle Airlines,421.954154728,349.0,Carrier Delay,43921,0.00794608501628
348,Jun-08,American Eagle Airlines,363.816159251,854.0,Weather Delay,43921,0.0194440017304
349,Jun-08,American Eagle Airlines,381.003021148,662.0,National Airspace System Delay,43921,0.0150725165638
350,Jun-08,Northwest Airlines,479.946666667,225.0,Carrier Delay,31821,0.00707080230037
351,Jun-08,Northwest Airlines,424.553191489,47.0,Weather Delay,31821,0.00147701203608
352,Jun-08,Northwest Airlines,612.993103448,145.0,National Airspace System Delay,31821,0.00455673926024
353,Jun-08,Comair,467.700854701,117.0,Carrier Delay,17328,0.00675207756233
354,Jun-08,Comair,487.861328125,512.0,Weather Delay,17328,0.0295475530933
355,Jun-08,Comair,931.0,4.0,National Airspace System Delay,17328,0.000230840258541
356,Jun-08,SkyWest,397.980916031,262.0,Carrier Delay,49636,0.00527842694818
357,Jun-08,SkyWest,296.88973384,263.0,Weather Delay,49636,0.00529857361592
358,Jun-08,SkyWest,293.297921478,433.0,National Airspace System Delay,49636,0.00872350713192
359,Jun-08,United Airlines,861.099099099,777.0,Carrier Delay,40237,0.0193105847851
360,Jun-08,United Airlines,686.669230769,260.0,Weather Delay,40237,0.00646171434252
361,Jun-08,United Airlines,698.101796407,167.0,National Airspace System Delay,40237,0.0041504088277
362,Jun-08,US Airways,678.048543689,412.0,Carrier Delay,38567,0.0106827080146
363,Jun-08,US Airways,430.113636364,44.0,Weather Delay,38567,0.00114087172972
364,Jun-08,US Airways,386.636363636,264.0,National Airspace System Delay,38567,0.0068452303783
365,Jun-08,Southwest Airlines,429.78700361,277.0,Carrier Delay,100890,0.00274556447616
366,Jun-08,Southwest Airlines,348.833333333,12.0,Weather Delay,100890,0.00011894142135
367,Jun-08,Southwest Airlines,407.891891892,37.0,National Airspace System Delay,100890,0.000366736049162
368,Jun-08,ExpressJet,581.666666667,63.0,Carrier Delay,35254,0.00178703125886
369,Jun-08,ExpressJet,491.818181818,330.0,Weather Delay,35254,0.00936063992738
370,Jun-08,ExpressJet,542.072041166,583.0,National Airspace System Delay,35254,0.0165371305384
371,Jun-08,Mesa Airlines,327.148148148,459.0,Carrier Delay,22438,0.0204563686603
372,Jun-08,Mesa Airlines,317.606382979,94.0,Weather Delay,22438,0.00418932168642
373,Jun-08,Mesa Airlines,406.572139303,402.0,National Airspace System Delay,22438,0.0179160352973
374,Mar-08,Pinnacle Airlines,428.774611399,772.0,Carrier Delay,22534,0.0342593414396
375,Mar-08,Pinnacle Airlines,398.746606335,221.0,Weather Delay,22534,0.00980740214787
376,Mar-08,Pinnacle Airlines,422.32748538,171.0,National Airspace System Delay,22534,0.00758853288364
377,Mar-08,American Airlines,966.430738119,989.0,Carrier Delay,52021,0.0190115530267
378,Mar-08,American Airlines,875.48992891,1688.0,Weather Delay,52021,0.0324484342862
379,Mar-08,American Airlines,824.471861472,231.0,National Airspace System Delay,52021,0.00444051440764
380,Mar-08,Alaska Airlines,662.742857143,70.0,Carrier Delay,12757,0.00548718350709
381,Mar-08,Alaska Airlines,612.818181818,11.0,Weather Delay,12757,0.000862271693972
382,Mar-08,Alaska Airlines,1456.5,4.0,National Airspace System Delay,12757,0.000313553343263
383,Mar-08,JetBlue Airways,1125.671875,64.0,Carrier Delay,17906,0.00357422093153
384,Mar-08,JetBlue Airways,854.972477064,109.0,Weather Delay,17906,0.00608734502401
385,Mar-08,JetBlue Airways,618.423076923,26.0,National Airspace System Delay,17906,0.00145202725343
386,Mar-08,Continental Express,813.117021277,94.0,Carrier Delay,27216,0.00345385067607
