Origin,Dest,DepDelay,ArrDelay,LateAircraftDelay,SecurityDelay,NASDelay,WeatherDelay,CarrierDelay
ADK,ANC,13.652173913,4.53260869565,35.652173913,0.0,2.21739130435,0.0,7.26086956522
ADQ,ANC,5.73906485671,3.69230769231,32.7983870968,2.22580645161,3.43548387097,1.1935483871,9.12096774194
AEX,ATL,12.1018711019,15.2925809822,7.52830188679,0.0792452830189,25.2603773585,7.64905660377,20.4679245283
AEX,DFW,7.77178423237,6.85462097612,22.6942675159,0.0,12.3057324841,19.1974522293,25.9872611465
AEX,IAH,1.86666666667,8.4303030303,0.0,0.859154929577,30.1408450704,3.54929577465,18.5633802817
AGS,ATL,11.8625856164,11.8654670094,10.0706713781,0.0706713780919,25.2455830389,8.9222614841,20.7756183746
AGS,CLT,4.75,8.8125,8.16666666667,0.0,8.5,0.0,10.5
AGS,LGA,8.42857142857,18.7142857143,0.0,0.0,45.6666666667,0.0,0.0
AKN,ANC,20.8289473684,21.1066666667,27.59375,2.75,3.9375,0.0,14.71875
AKN,DLG,24.1578947368,23.9459459459,28.9523809524,0.0,1.71428571429,0.0,10.0
ALB,ATL,15.304845815,18.6333038087,11.3777777778,0.0271604938272,22.1283950617,6.08641975309,19.5950617284
ALB,BOS,55.0,71.0,0.0,0.0,71.0,0.0,0.0
ALB,BWI,8.32192982456,5.59166666667,31.9329758713,0.088471849866,11.1152815013,5.21715817694,7.23592493298
ALB,CLE,12.4267399267,10.202020202,40.0070422535,0.0281690140845,11.7323943662,2.05985915493,10.1232394366
ALB,CLT,2.89439655172,1.60520607375,12.0760233918,0.0409356725146,15.5204678363,0.701754385965,10.0233918129
ALB,CVG,4.04570791527,2.4609375,0.852941176471,0.0,14.6544117647,9.49264705882,30.4044117647
ALB,DCA,-3.8380952381,-5.49363057325,0.0,0.130434782609,20.5217391304,0.173913043478,12.0434782609
ALB,DTW,6.10258964143,6.62313060818,18.7376237624,0.0,15.2574257426,2.06930693069,25.2673267327
ALB,EWR,22.5626072041,24.4288164666,13.1302325581,0.0,62.5627906977,0.0651162790698,4.0511627907
ALB,FLL,6.50847457627,-0.5,0.0,0.0,32.2,19.9,15.1
ALB,JFK,18.7687861272,28.7449275362,0.781456953642,0.0,47.2052980132,10.4966887417,11.4238410596
ALB,LAS,8.04945054945,-1.11878453039,12.8082191781,0.0,21.8493150685,5.31506849315,9.06849315068
ALB,MCO,6.955078125,1.23702252693,25.0303030303,0.0,16.3818181818,2.40606060606,11.8181818182
ALB,MDW,5.30344827586,-3.41274238227,18.0581395349,0.0,16.1511627907,13.7674418605,5.62790697674
ALB,MSP,10.3653846154,4.27450980392,59.4444444444,0.0,9.11111111111,0.0,14.1111111111
ALB,ORD,13.4718888187,12.2812698413,25.8924205379,0.0,28.3251833741,2.81662591687,14.2029339853
ALB,PHL,1.70967741935,4.96535796767,10.3023255814,0.0,36.023255814,0.325581395349,10.8604651163
ALB,SBN,6.0,,,,,,
ALB,TPA,3.41645244216,-6.00258397933,9.4,0.0,17.6,8.97142857143,26.0
ALO,MSP,6.32713754647,6.38059701493,4.25806451613,0.0,10.7741935484,0.0,71.7096774194
AMA,ABQ,0.509589041096,-1.72328767123,0.0,1.8,3.2,37.5,34.3
AMA,DAL,7.18835616438,4.61961083556,38.3333333333,0.0,3.90211640212,3.63227513228,8.10846560847
AMA,DEN,8.84731774415,0.640495867769,43.31,0.0,4.34,3.03,4.81
AMA,DFW,10.3746987952,8.97785829308,34.700990099,0.0138613861386,6.45148514851,6.44356435644,10.7920792079
AMA,IAH,5.1148989899,7.16983523447,16.2283464567,0.0787401574803,22.5196850394,17.3622047244,13.2047244094
AMA,LAS,11.9344262295,7.10382513661,27.8142857143,0.0,16.8285714286,5.91428571429,7.2
AMA,TUL,22.0,26.0,0.0,0.0,4.0,22.0,0.0
ANC,ADK,7.62365591398,8.50549450549,12.0,0.0,11.5517241379,2.72413793103,7.72413793103
ANC,ADQ,3.49775784753,1.36186186186,17.16,0.0,8.30666666667,17.96,24.6133333333
ANC,AKN,14.0614035088,11.2105263158,26.0,0.0,2.66666666667,2.97222222222,17.7777777778
ANC,ATL,25.5614035088,14.6228070175,44.6774193548,0.0,7.32258064516,0.0,22.8709677419
ANC,BET,5.97727272727,4.96233894945,12.6413043478,0.0597826086957,6.00543478261,7.16304347826,23.0380434783
ANC,CDV,22.0775623269,18.9971910112,30.9304347826,0.0,4.68695652174,1.01739130435,26.1739130435
ANC,CVG,7.1,6.97752808989,22.2592592593,0.0,14.4074074074,0.0,6.92592592593
ANC,DEN,8.16591928251,4.533632287,18.4946236559,0.0967741935484,11.3010752688,0.118279569892,17.3978494624
ANC,DFW,17.5695364238,16.2847682119,24.3,0.0,8.66,0.0,22.3
ANC,DLG,1.04054054054,-2.36486486486,12.6666666667,0.0,3.66666666667,12.7777777778,11.8888888889
ANC,DTW,0.916666666667,1.60416666667,0.0,4.14285714286,19.2142857143,0.0,23.7857142857
ANC,FAI,4.28459119497,3.0185768262,17.5762711864,0.175141242938,5.27683615819,1.59510357815,17.6007532957
ANC,HNL,6.38983050847,-4.71367521368,3.29166666667,0.0,15.2291666667,0.0,21.6041666667
ANC,IAH,29.0,21.1029411765,39.2295081967,0.0,6.60655737705,22.393442623,12.0983606557
ANC,JNU,10.254952627,7.81922398589,19.9473684211,0.0566801619433,7.21052631579,3.43724696356,24.3279352227
ANC,LAS,10.547008547,2.29487179487,15.9795918367,0.0,8.36734693878,0.122448979592,19.3469387755
ANC,LAX,4.80508474576,-2.08510638298,13.2619047619,0.0,9.54761904762,0.0,17.0476190476
ANC,MSP,2.7808716707,4.96840826245,3.31213872832,0.0,18.4335260116,0.601156069364,25.5895953757
ANC,OGG,4.07407407407,-2.18518518519,29.0,0.0,5.66666666667,0.0,12.6666666667
ANC,OME,8.41340782123,4.69942196532,11.3833333333,0.0,4.21666666667,6.68333333333,31.5666666667
ANC,ORD,5.12612612613,0.0632911392405,11.0789473684,0.219298245614,14.3596491228,0.438596491228,13.9649122807
ANC,OTZ,6.57880055788,3.10142857143,13.6095238095,0.0,5.25714285714,2.27619047619,26.3047619048
ANC,PDX,5.18466898955,-1.21541155867,10.6071428571,0.27380952381,5.97619047619,0.0,15.1785714286
ANC,PHX,9.9173553719,2.45983379501,13.4025974026,0.0,11.4415584416,3.2987012987,19.961038961
ANC,SCC,9.33519553073,6.95530726257,31.9104477612,0.0,3.53731343284,3.0447761194,31.2089552239
ANC,SEA,6.67948094079,1.77268292683,18.3663003663,0.139194139194,8.78937728938,0.641025641026,14.8846153846
ANC,SFO,14.2215909091,9.26857142857,31.2391304348,0.0,9.65217391304,2.17391304348,12.7391304348
ANC,SLC,2.08403361345,-2.64421052632,9.73333333333,0.0,14.7555555556,0.0,17.8888888889
ASE,ATL,18.0714285714,7.78571428571,38.0,0.0,22.75,0.0,6.0
ASE,DEN,9.90166621142,9.53745215965,24.4282352941,0.525882352941,7.95058823529,14.5223529412,14.4788235294
ASE,GJT,,,,,,,
ASE,LAX,14.1726384365,14.8110749186,28.5765765766,0.810810810811,4.48648648649,8.20720720721,9.75675675676
ASE,MSN,26.0,,,,,,
ASE,ORD,48.1048951049,44.8586572438,16.3825503356,0.51677852349,58.0402684564,7.37583892617,10.4563758389
ASE,PHX,1.96428571429,1.79761904762,0.0,0.0,8.07142857143,7.85714285714,33.3571428571
ASE,RFD,29.0,,,,,,
ASE,SFO,41.462962963,36.7592592593,32.6551724138,0.0,30.6206896552,0.0,12.0
ASE,SLC,12.0,11.2120481928,22.9912280702,1.64912280702,6.97368421053,15.9035087719,9.91228070175
ATL,ABE,12.2890995261,8.8622327791,7.46428571429,0.0,13.9030612245,12.2295918367,26.862244898
ATL,ABQ,10.9584120983,12.1306818182,18.1471571906,0.0,13.3277591973,1.51839464883,16.254180602
ATL,ABY,10.8696857671,11.1444444444,5.50694444444,0.0625,14.8819444444,9.46527777778,24.3888888889
ATL,ACY,14.5909090909,13.8090909091,2.92,0.0,21.2,7.12,35.08
ATL,AEX,10.8908523909,10.7599164927,6.40086206897,0.0,13.9353448276,11.4396551724,24.2284482759
ATL,AGS,13.5527102006,11.374251497,8.17993079585,0.0778546712803,12.7422145329,10.044982699,31.0830449827
ATL,ALB,18.726953468,14.6402116402,10.4662921348,0.0,10.6882022472,9.97191011236,26.5842696629
ATL,ANC,19.9130434783,18.7565217391,22.3421052632,0.0,15.7105263158,2.44736842105,21.6842105263
ATL,ASE,48.0625,39.5,26.0,0.0,29.8571428571,15.5714285714,13.5714285714
ATL,ATW,11.5884773663,9.4507628294,8.46354166667,0.0,9.45833333333,8.75520833333,21.53125
ATL,AUS,14.5078793336,14.3763537906,11.2276657061,0.0100864553314,12.325648415,5.25504322767,23.7291066282
ATL,AVL,14.0988493724,8.70110120608,11.2863534676,0.0,12.3736017897,8.45413870246,33.5033557047
ATL,AVP,17.9195804196,13.9947183099,7.77586206897,0.0,11.2873563218,11.8620689655,27.3965517241
ATL,BDL,8.47986736144,6.32874109264,19.3126491647,0.0,12.5465393795,1.63484486874,16.4009546539
ATL,BGR,23.3333333333,20.3706563707,2.77659574468,0.0,11.6063829787,8.23404255319,39.6914893617
ATL,BHM,10.3055162659,8.7785638486,15.9020771513,0.0207715133531,9.10534124629,7.06824925816,18.9362017804
ATL,BMI,12.6885378696,9.83075671277,17.8864,0.0,10.6128,7.8096,19.4864
ATL,BNA,11.3225065617,9.09688013136,16.0055865922,0.0209497206704,10.1452513966,3.89106145251,23.3030726257
ATL,BOI,15.0243902439,21.5609756098,7.78947368421,0.0,17.6842105263,2.10526315789,20.4210526316
ATL,BOS,11.8172751859,9.55985079688,20.2535885167,0.0,19.9029391661,1.41968557758,11.8523581681
ATL,BQK,8.72557628979,9.88325991189,6.81775700935,0.0,14.9392523364,11.8971962617,19.8457943925
ATL,BTR,14.8691838291,13.799693604,9.27590847914,0.0,15.532974428,9.11440107672,25.8600269179
ATL,BTV,18.8747474747,14.2089249493,10.4383561644,0.0,7.7397260274,11.4794520548,32.7260273973
ATL,BUF,10.3696332101,8.43833665622,17.3788437884,0.0565805658057,10.7626076261,5.34809348093,16.9643296433
ATL,BWI,10.6286870049,10.3148928993,22.8159771755,0.0,13.1305278174,1.09843081312,14.4087018545
ATL,BZN,9.64406779661,13.6101694915,15.5294117647,0.0,17.5882352941,13.0,6.35294117647
ATL,CAE,10.5864448052,11.1872461413,14.8380952381,0.0222222222222,11.419047619,5.26507936508,20.126984127
ATL,CAK,12.8582186445,9.97529258778,19.4467618002,0.0175631174533,9.87266739846,6.0296377607,22.7288693743
ATL,CHA,13.7960784314,10.3658656204,10.0711538462,0.0,10.0442307692,10.3923076923,29.4307692308
ATL,CHO,13.3566796368,9.24317295189,10.2793296089,0.0,17.1396648045,9.93854748603,24.6815642458
ATL,CHS,9.15520361991,9.51504865354,22.418200409,0.104294478528,9.62781186094,2.05316973415,16.8333333333
ATL,CID,10.3162393162,4.89111747851,5.84285714286,0.0,13.4714285714,9.77142857143,29.4714285714
ATL,CLE,12.6175313059,11.5402588066,14.4587765957,0.0279255319149,12.6382978723,4.42154255319,23.3617021277
ATL,CLT,8.68979653811,10.0423883318,15.0545764639,0.0528709494031,17.7373507675,1.68391131325,13.1711199545
ATL,CMH,12.9937677054,10.9454855196,14.8253968254,0.0,8.50793650794,9.4693877551,22.6485260771
ATL,COS,14.5239726027,18.7020547945,15.8090909091,0.0,11.1227272727,2.74090909091,20.2181818182
ATL,CRP,11.0,-1.6,0.0,0.0,0.0,0.0,40.0
ATL,CRW,10.3439265537,7.67611622962,8.67558528428,0.0,10.5351170569,9.22408026756,30.2307692308
ATL,CSG,10.9779766001,11.8429752066,8.28388746803,0.0,12.4398976982,6.95396419437,23.9488491049
ATL,CVG,10.6789454677,11.7320072333,13.6101949025,0.0,12.5007496252,5.93703148426,22.4242878561
ATL,DAB,11.6222128734,11.2528397139,17.1871750433,0.0,9.80589254766,4.48873483536,23.3275563258
ATL,DAY,10.2295575631,9.01577360241,19.6412930136,0.0,10.5224191867,4.04796663191,18.9030239833
ATL,DCA,8.96702217233,7.81507523555,23.1424581006,0.0460893854749,13.7744413408,1.69622905028,13.5726256983
ATL,DEN,7.97139347139,8.51432589207,12.5193850267,0.0,14.9184491979,1.42312834225,12.8897058824
ATL,DFW,10.5627526169,11.0185474627,22.4454148472,0.0,14.3838824931,1.53156014291,12.8209606987
ATL,DHN,11.8667632151,11.9302325581,8.47267759563,0.0901639344262,12.9043715847,7.35519125683,25.0901639344
ATL,DSM,11.7312217195,8.88160291439,11.2883211679,0.0,11.3394160584,9.4197080292,22.2846715328
ATL,DTW,10.2914717524,9.13709241578,21.2210116732,0.0233463035019,10.6949416342,2.32996108949,18.9587548638
ATL,EGE,4.47272727273,-1.22330097087,1.23076923077,0.0,27.4615384615,0.0,25.6153846154
ATL,ELP,10.9527145359,11.5721830986,21.6666666667,0.0,15.6805555556,1.35416666667,19.5694444444
ATL,EVV,10.3955555556,8.26357969724,6.11029411765,0.0919117647059,12.1838235294,7.53676470588,24.9411764706
ATL,EWN,9.58514724712,5.81105398458,9.74675324675,0.0,12.9090909091,7.76623376623,25.7012987013
ATL,EWR,23.5926969891,20.6983168444,14.5638606676,0.00689404934688,47.8080551524,1.75145137881,8.53410740203
ATL,EYW,20.1030176899,19.3806047967,10.1188405797,0.0,7.74782608696,11.4376811594,31.1101449275
ATL,FAY,13.0107126223,12.97945845,9.06751824818,0.164233576642,15.7189781022,9.6003649635,26.3284671533
ATL,FCA,5.48,9.24,5.71428571429,0.0,13.2857142857,0.0,8.42857142857
ATL,FLL,9.79890167364,10.4290022289,20.3452380952,0.0,12.0,1.2867494824,13.7567287785
ATL,FLO,10.1421487603,9.78275290216,9.0325203252,0.0,14.8943089431,9.70731707317,29.5528455285
ATL,FNT,10.8207364341,8.62953367876,16.7808219178,0.0,9.6301369863,5.13424657534,19.8780821918
ATL,FSD,18.2313432836,17.3656716418,2.53658536585,0.0,9.46341463415,7.0243902439,45.3902439024
ATL,FSM,9.91054313099,8.64,10.4081632653,0.0,13.4897959184,12.1700680272,22.8775510204
ATL,FWA,12.3885601578,10.7816205534,8.31679389313,0.0,11.4503816794,9.00763358779,28.4427480916
ATL,GNV,11.7828655835,6.3949704142,9.53409090909,0.0568181818182,12.3840909091,9.46363636364,27.7363636364
ATL,GPT,10.7077059345,8.69943737045,12.3470661673,0.0,11.872659176,7.14107365793,22.1885143571
ATL,GRB,22.3516483516,16.7692307692,4.30303030303,0.0,11.4545454545,8.12121212121,30.6363636364
ATL,GRK,9.71181102362,7.70111287758,7.74125874126,0.0,12.5034965035,7.83216783217,25.5314685315
ATL,GRR,9.78352059925,9.32204665162,6.08333333333,0.0,13.5544871795,7.91987179487,25.8525641026
ATL,GSO,11.0961538462,11.744741533,9.63989637306,0.0,9.87823834197,7.10621761658,23.9494818653
ATL,GSP,9.95936321743,8.45870020964,11.592936803,0.0594795539033,11.5650557621,8.04275092937,23.4962825279
ATL,GTR,10.276371308,8.40402969247,11.8691099476,0.0,14.4240837696,12.1047120419,25.3664921466
ATL,GUC,10.0,34.0,0.0,0.0,25.5,0.0,8.5
ATL,HDN,7.95327102804,9.88679245283,9.6,0.0,22.4333333333,0.0,17.0666666667
ATL,HHH,17.9641975309,16.1675062972,4.74380165289,0.260330578512,14.4710743802,9.89256198347,34.8223140496
ATL,HNL,17.4034536892,16.6988906498,9.98678414097,0.0,14.2070484581,0.903083700441,25.1057268722
ATL,HOU,9.59584164056,8.45791726106,23.2009512485,0.0,13.2734839477,1.8953626635,12.3674197384
ATL,HPN,13.2244318182,8.88654858784,22.391025641,0.0,16.1858974359,5.16239316239,21.3311965812
ATL,HSV,9.38762965809,8.67758089368,13.5329949239,0.22165820643,11.9644670051,5.60406091371,20.6209813875
ATL,IAD,10.3564948852,9.93524067272,22.1677740864,0.0672757475083,13.9651162791,2.21677740864,17.0406976744
ATL,IAH,10.549767622,9.64618973561,20.1442231076,0.0661354581673,21.5450199203,2.23824701195,14.8462151394
ATL,ICT,11.1232349166,11.5123993559,16.3818849449,0.030599755202,12.2753977968,6.14320685435,18.8017135863
ATL,ILM,12.1225937183,11.3040162684,9.60749506903,0.0216962524655,13.7218934911,9.9349112426,23.6489151874
ATL,IND,10.9089347079,10.2363219708,21.2199762188,0.0,9.62068965517,2.53507728894,18.6409036861
ATL,ISP,17.8846153846,12.75,3.77966101695,0.0,10.5762711864,12.0169491525,31.2881355932
ATL,JAC,6.87931034483,12.3275862069,11.7741935484,0.0,18.5483870968,3.48387096774,16.3548387097
ATL,JAN,11.6192090395,11.7185380558,11.1333333333,0.0,11.7275362319,6.12028985507,24.5869565217
ATL,JAX,7.33273766976,7.13886900501,18.7381165919,0.0,9.71659192825,2.16143497758,14.9964125561
ATL,JFK,20.6436842105,19.0944092827,5.86229946524,0.0,30.185828877,5.56818181818,15.7740641711
ATL,LAS,10.2947612035,11.695954488,13.3819028609,0.00465735196274,16.6387225549,1.44045242848,12.8283433134
ATL,LAW,9.80258302583,3.70577281192,7.44444444444,0.0,14.9907407407,9.7962962963,28.3333333333
ATL,LAX,11.56557225,14.1846068042,10.9555555556,0.0,17.3365079365,1.02857142857,14.7634920635
ATL,LEX,10.6067312125,7.63493530499,12.3196881092,0.0,8.36062378168,8.83235867446,23.7641325536
ATL,LFT,12.1300813008,9.69215086646,6.59322033898,0.0,13.8983050847,12.7838983051,26.8686440678
ATL,LGA,16.7823115777,17.1324628725,16.9104859335,0.0,32.449559534,0.763000852515,7.75447570332
ATL,LIT,13.3011226945,11.7122186495,11.2984848485,0.0,11.1257575758,6.54545454545,26.753030303
ATL,LWB,4.83783783784,3.53513513514,0.740740740741,0.0,12.8148148148,2.85185185185,43.5185185185
ATL,LYH,9.89772727273,5.95417348609,11.875,0.0,9.90625,9.1640625,28.25
ATL,MCI,9.95283248237,10.0275207014,22.5555555556,0.00308641975309,10.2489711934,2.62962962963,15.2901234568
ATL,MCN,16.2531446541,13.1556603774,4.55151515152,0.133333333333,14.4484848485,17.5696969697,36.6303030303
ATL,MCO,10.4156142365,10.1596866841,22.6731855715,0.0,10.4311169057,1.12472837897,15.46849196
ATL,MDT,14.2315076228,11.1863354037,8.72383073497,0.169265033408,17.9242761693,9.55902004454,24.4766146993
ATL,MDW,12.7771197007,12.4353421218,22.9564220183,0.0,12.5642201835,2.70756880734,14.3451834862
ATL,MEI,10.4360902256,6.34337349398,15.6333333333,0.0,10.4166666667,14.9416666667,30.9916666667
ATL,MEM,9.78547509418,10.0010477787,21.9191176471,0.0,13.5909926471,3.21875,16.4439338235
ATL,MFE,18.3333333333,3.44444444444,10.6666666667,0.0,0.0,0.0,22.0
ATL,MGM,11.6838942308,8.32490974729,7.84573502722,0.0,13.2849364791,10.5898366606,28.2813067151
ATL,MHT,20.4581497797,19.8483063328,6.42083333333,0.0,12.0458333333,8.8,36.7083333333
ATL,MIA,9.13551829268,9.28093492209,20.6392904074,0.0,11.4921156373,1.08804204993,15.9533508541
ATL,MKE,13.2862390506,7.78267045455,19.6189320388,0.0266990291262,9.3604368932,4.80582524272,22.8822815534
ATL,MLB,11.1451859399,11.695563488,15.3824626866,0.0,9.65671641791,4.48694029851,20.2630597015
ATL,MLI,11.4812059514,10.093737692,15.4621212121,0.0,11.8439393939,5.8,18.7590909091
ATL,MLU,10.6677018634,9.49896480331,9.92307692308,0.320512820513,13.8717948718,5.63247863248,26.1025641026
ATL,MOB,10.2356979405,9.39036697248,10.5242537313,0.360074626866,11.8582089552,5.57649253731,23.7201492537
ATL,MSN,12.608,9.1577540107,8.71111111111,0.0,15.2888888889,5.17777777778,28.0888888889
ATL,MSP,9.51322949897,7.91018640557,16.1863354037,0.0815217391304,13.8781055901,2.62810559006,16.1102484472
ATL,MSY,8.79796006944,8.30891304348,21.7106549365,0.0,10.5395894428,1.70478983382,14.8572825024
ATL,MTJ,14.7222222222,10.8,11.2727272727,3.45454545455,10.4545454545,0.363636363636,26.1818181818
ATL,MYR,20.2337375965,16.1016574586,9.0035335689,0.0,8.80212014134,7.70141342756,37.5070671378
ATL,OAJ,10.5112068966,9.77276669558,8.17407407407,0.0,12.2,7.79259259259,26.1037037037
ATL,OAK,9.58888888889,14.5168539326,7.25925925926,0.0,26.8148148148,3.33333333333,14.8888888889
ATL,OKC,13.731078905,13.7744886975,11.0626086957,0.00521739130435,11.1860869565,6.49565217391,23.7739130435
ATL,OMA,12.4110787172,13.4295733489,8.5796812749,0.0378486055777,14.4741035857,6.11155378486,24.4302788845
ATL,ONT,10.6881313131,11.6253164557,10.3305785124,0.0,13.9008264463,3.28512396694,17.305785124
ATL,ORD,17.269355712,17.4767789245,22.7842268498,0.0310146211786,31.3287549845,1.75232609659,12.8090385467
ATL,ORF,11.4019643507,11.0693177672,14.2738764045,0.0,10.3047752809,3.35814606742,22.5070224719
ATL,PBI,9.13559322034,10.7783018868,17.3544303797,0.0,11.130198915,2.44575045208,14.4665461121
ATL,PDX,9.52253909844,10.2813653137,9.04126984127,0.0,16.7428571429,2.30476190476,15.8920634921
ATL,PFN,16.1648702595,13.9145950281,7.26695526696,0.023088023088,11.6031746032,9.70995670996,36.4603174603
ATL,PHF,11.8712195122,9.26412325752,21.7597765363,0.0100558659218,9.37206703911,4.73519553073,23.6312849162
ATL,PHL,13.9935275081,11.4972725932,18.0993303571,0.0,29.69140625,2.66852678571,10.5022321429
